Code,Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey_x,Time_x,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer_x,Banushi,Shoukin,Date,Track,Weather,Race Number,Distance,Condition
202436093010,1,8.0,10,ボウトロイ,牡6,56.0,岩本怜,1:41.0,,2-2-2-2,38.9,3.0,1.0,519(+3),[地]菅原勲,会田裕一,125.0,2024/09/30,水沢,晴,10.0,ダ1600,良
202436093010,2,1.0,1,ノーブルサターン,牡10,59.0,高松亮,1:41.0,ハナ,3-3-3-3,38.2,3.2,2.0,541(+3),[地]板垣吉則,吉木伸彦,43.8,2024/09/30,水沢,晴,10.0,ダ1600,良
202436093010,3,8.0,11,マイネルアストリア,牡7,54.0,関本玲花,1:41.5,3,1-1-1-1,39.8,26.1,7.0,551(-8),[地]関本浩司,岩渕瑞生,25.0,2024/09/30,水沢,晴,10.0,ダ1600,良
202436093010,4,5.0,5,トーセンマッシモ,セ6,56.0,塚本涼人,1:42.0,3,8-10-7-5,38.0,15.6,6.0,493(+1),[地]佐藤浩一,島川隆哉,16.3,2024/09/30,水沢,晴,10.0,ダ1600,良
202436093010,5,4.0,4,フレイムウィングス,セ7,56.0,山本政聡,1:42.4,2.1/2,8-7-6-7,38.5,10.9,4.0,481(+5),[地]酒井仁,鈴木雅俊,8.8,2024/09/30,水沢,晴,10.0,ダ1600,良
202436093010,6,6.0,7,グローリーグローリ,牡9,56.0,山本聡哉,1:42.4,ハナ,7-6-5-5,39.0,3.4,3.0,512(+2),[地]菅原勲,遠山淳,,2024/09/30,水沢,晴,10.0,ダ1600,良
202436093010,7,2.0,2,エイシンスコッティ,セ5,56.0,高橋悠里,1:43.3,6,5-4-4-4,40.0,12.4,5.0,555(+6),[地]板垣吉則,平井克彦,,2024/09/30,水沢,晴,10.0,ダ1600,良
202436093010,8,7.0,8,キャリアパス,牡4,56.0,坂口裕一,1:43.4,1/2,11-11-11-9,38.9,69.1,9.0,528(+1),[地]高橋純,岩渕道良,,2024/09/30,水沢,晴,10.0,ダ1600,良
202436093010,9,6.0,6,ジャッジ,牡7,56.0,阿部英俊,1:44.4,6,8-7-8-8,40.4,176.1,10.0,519(+4),[地]三野宮通,由利一郎,,2024/09/30,水沢,晴,10.0,ダ1600,良
202436093010,10,3.0,3,ボンジュールリーゼ,牝4,54.0,関本淳,1:44.9,3,5-7-10-11,40.7,46.4,8.0,466(-7),[地]晴山厚司,川村初美,,2024/09/30,水沢,晴,10.0,ダ1600,良
202436093010,11,7.0,9,グレートキャンベラ,牡5,56.0,大坪慎,1:45.2,1.1/2,4-4-9-10,41.4,221.8,11.0,498(+5),[地]橘友和,（株）ラ・メール,,2024/09/30,水沢,晴,10.0,ダ1600,良
202436093002,1,1.0,1,ミルキー,牝5,54.0,菅原辰徳,0:51.5,,1-1,36.6,1.4,1.0,472(+2),[地]佐々木由,シグラップ・マネジメ,40.0,2024/09/30,水沢,晴,2.0,ダ850,良
202436093002,2,8.0,8,ユキノマツシマ,牡6,56.0,塚本涼人,0:51.8,2,3-3,36.5,4.6,2.0,502(0),[地]畠山信一,鈴木雅俊,14.0,2024/09/30,水沢,晴,2.0,ダ850,良
202436093002,3,4.0,4,ドラマ,牡8,56.0,坂口裕一,0:51.9,クビ,6-5,35.9,11.8,5.0,495(+2),[地]瀬戸幸一,村上豊蔵,8.0,2024/09/30,水沢,晴,2.0,ダ850,良
202436093002,4,5.0,5,ダズンフラワー,牝10,54.0,陶文峰,0:52.0,3/4,5-4,36.3,32.1,6.0,434(+1),[地]菅原右吉,後藤順男,5.2,2024/09/30,水沢,晴,2.0,ダ850,良
202436093002,5,3.0,3,ソルレベンテ,牝4,54.0,高松亮,0:52.5,3,1-2,37.5,11.4,4.0,418(+2),[地]佐藤雅彦,吉田勝利,2.8,2024/09/30,水沢,晴,2.0,ダ850,良
202436093002,6,6.0,6,アローゴールド,牡5,56.0,村上忍,0:52.5,アタマ,7-7,36.3,53.5,8.0,433(-5),[地]佐藤雅彦,相馬哲夫,,2024/09/30,水沢,晴,2.0,ダ850,良
202436093002,7,2.0,2,ジュエルマドンナ,牝4,54.0,岩本怜,0:53.3,5,8-8,37.1,34.6,7.0,425(+4),[地]三野宮通,（株）アプエンテ,,2024/09/30,水沢,晴,2.0,ダ850,良
202436093002,8,7.0,7,クリノケンリュウ,牡10,56.0,小林凌,0:55.2,大,4-6,39.4,8.4,3.0,519(+1),[地]飯田弘道,北原大史,,2024/09/30,水沢,晴,2.0,ダ850,良
202436093003,1,2.0,2,マイジュネス,牡5,56.0,坂口裕一,1:29.8,,1-1-1-1,38.9,2.0,1.0,472(+2),[地]千葉幸喜,安川幸彦,40.0,2024/09/30,水沢,晴,3.0,ダ1400,良
202436093003,2,4.0,4,オウケンアマゾネス,牝7,54.0,高橋悠里,1:31.1,8,3-3-2-2,39.7,3.6,2.0,478(-8),[地]三野宮通,（株）アプエンテ,14.0,2024/09/30,水沢,晴,3.0,ダ1400,良
202436093003,3,8.0,8,デンジャーマン,牡6,56.0,山本政聡,1:31.2,3/4,7-7-5-5,38.9,9.0,5.0,424(-1),[地]斉藤雄一,浦野智恵子,8.0,2024/09/30,水沢,晴,3.0,ダ1400,良
202436093003,4,5.0,5,シャイニーメイン,牝5,54.0,岩本怜,1:31.6,2.1/2,4-4-2-3,40.1,6.2,4.0,461(+1),[地]三野宮通,（株）アプエンテ,5.2,2024/09/30,水沢,晴,3.0,ダ1400,良
202436093003,5,6.0,6,スペキュレイション,牡4,54.0,関本玲花,1:31.7,3/4,8-8-7-7,39.0,56.9,7.0,427(-2),[地]工藤裕孝,畠山浩司,2.8,2024/09/30,水沢,晴,3.0,ダ1400,良
202436093003,6,1.0,1,シャイニーセンス,牡4,56.0,関本淳,1:31.7,クビ,5-5-5-6,39.8,49.0,6.0,493(-1),[地]晴山厚司,小林昌志,,2024/09/30,水沢,晴,3.0,ダ1400,良
202436093003,7,3.0,3,アイアンレディ,牝5,54.0,高松亮,1:32.1,2.1/2,2-2-4-4,40.7,5.6,3.0,514(+1),[地]千葉幸喜,楊明翰,,2024/09/30,水沢,晴,3.0,ダ1400,良
202436093003,8,7.0,7,ハバネロ,牝8,54.0,大坪慎,1:34.1,大,6-6-8-8,41.5,206.4,8.0,438(-1),[地]工藤裕孝,結城喜一,,2024/09/30,水沢,晴,3.0,ダ1400,良
202436093004,1,6.0,6,リョウガ,セ7,56.0,小林凌,1:30.0,,2-2-2-2,39.5,4.6,2.0,452(+5),[地]飯田弘道,太田雅貴,40.0,2024/09/30,水沢,晴,4.0,ダ1400,良
202436093004,2,4.0,4,フルールエトワール,牝7,54.0,山本政聡,1:30.1,1/2,1-1-1-1,39.7,18.1,4.0,497(-7),[地]飯田弘道,高松悟,14.0,2024/09/30,水沢,晴,4.0,ダ1400,良
202436093004,3,2.0,2,タイガ,牡7,56.0,高松亮,1:30.8,4,4-4-3-3,39.2,6.9,3.0,507(-8),[地]板垣吉則,石橋敏行,8.0,2024/09/30,水沢,晴,4.0,ダ1400,良
202436093004,4,3.0,3,ヴェスパーローズ,牝5,54.0,塚本涼人,1:31.2,2.1/2,5-5-5-4,39.2,26.6,5.0,463(+1),[地]新田守,谷謙介,5.2,2024/09/30,水沢,晴,4.0,ダ1400,良
202436093004,5,8.0,8,ビルボードクィーン,牝6,54.0,山本聡哉,1:31.3,クビ,7-7-6-5,39.0,1.3,1.0,482(+5),[地]斉藤雄一,吉田勝利,2.8,2024/09/30,水沢,晴,4.0,ダ1400,良
202436093004,6,5.0,5,プライムデイ,牡6,56.0,坂口裕一,1:31.8,3,7-8-7-7,39.3,42.6,6.0,512(+1),[地]高橋純,加藤和成,,2024/09/30,水沢,晴,4.0,ダ1400,良
202436093004,7,7.0,7,フェミニンルック,牝6,54.0,南郷家全,1:32.5,4,3-3-3-6,40.9,82.9,7.0,415(+1),[地]高橋純,大黒富美子,,2024/09/30,水沢,晴,4.0,ダ1400,良
202436093004,8,1.0,1,フレンドパーティー,セ4,56.0,菅原辰徳,1:32.7,1,6-6-8-8,40.2,103.3,8.0,458(+3),[地]櫻田浩樹,横尾晴人,,2024/09/30,水沢,晴,4.0,ダ1400,良
202436093006,1,6.0,7,ロックオブソシジ,牡3,56.0,高松亮,1:23.5,,5-6-2-1,40.0,1.5,1.0,453(-1),[地]佐藤雅彦,石橋和夫,45.0,2024/09/30,水沢,晴,6.0,ダ1300,良
202436093006,2,6.0,6,ベノワ,牝3,54.0,山本政聡,1:24.0,3,8-7-7-4,39.3,58.8,10.0,450(-19),[地]斉藤雄一,松谷翔太,15.8,2024/09/30,水沢,晴,6.0,ダ1300,良
202436093006,3,7.0,8,サクラサンティエ,牝3,53.0,佐々木志,1:24.7,4,4-4-2-2,41.6,16.9,5.0,410(+4),[地]板垣吉則,（株）さくらコマー,9.0,2024/09/30,水沢,晴,6.0,ダ1300,良
202436093006,4,5.0,5,ティラージュ,牝3,54.0,関本淳,1:24.7,アタマ,6-4-5-3,41.4,9.1,4.0,461(-5),[地]晴山厚司,前田敏文,5.9,2024/09/30,水沢,晴,6.0,ダ1300,良
202436093006,5,3.0,3,リリーピンシャー,牡3,56.0,阿部英俊,1:25.4,4,10-10-10-9,40.3,42.8,7.0,513(+7),[地]及川良春,岩渕瑞生,3.2,2024/09/30,水沢,晴,6.0,ダ1300,良
202436093006,6,7.0,9,ラスダシャン,牝3,52.0,関本玲花,1:25.5,1/2,3-3-6-7,42.3,7.5,3.0,475(+21),[地]木村暁,安彦公一,,2024/09/30,水沢,晴,6.0,ダ1300,良
202436093006,7,4.0,4,ポッピン,牝3,54.0,鈴木祐,1:25.5,アタマ,2-2-2-6,42.7,19.7,6.0,443(+7),[地]櫻田康二,（有）和田牧場,,2024/09/30,水沢,晴,6.0,ダ1300,良
202436093006,8,8.0,11,ファストチアフル,牝3,54.0,菅原辰徳,1:26.1,4,7-7-8-8,41.3,52.6,8.0,455(+21),[地]瀬戸幸一,Ｉレーシング（株）,,2024/09/30,水沢,晴,6.0,ダ1300,良
202436093006,9,1.0,1,サクラトップリッツ,牝3,54.0,高橋悠里,1:26.4,2,1-1-1-4,43.9,53.6,9.0,458(+7),[地]伊藤和忍,（株）トップフェロ,,2024/09/30,水沢,晴,6.0,ダ1300,良
202436093006,10,8.0,10,ヤマニンエジェリー,牝3,51.0,坂井瑛音,1:26.9,3,9-9-9-10,42.0,6.6,2.0,525(+11),[地]伊藤和,土井久美子,,2024/09/30,水沢,晴,6.0,ダ1300,良
202436093006,11,2.0,2,ターントゥオーバー,牝3,54.0,村上忍,1:27.7,5,11-11-11-11,40.9,94.0,11.0,453(0),[地]村上実,西村隆平,,2024/09/30,水沢,晴,6.0,ダ1300,良
202436093005,1,8.0,9,シャイニーブランコ,牡8,56.0,高橋悠里,1:31.3,,4-4-2-1,39.2,1.1,1.0,456(+2),[地]佐々木由,小林昌志,40.0,2024/09/30,水沢,晴,5.0,ダ1400,良
202436093005,2,2.0,2,タイムトゥゴー,牡5,56.0,塚本涼人,1:32.2,6,7-8-5-3,39.4,15.5,4.0,503(0),[地]酒井仁,鈴木雅俊,14.0,2024/09/30,水沢,晴,5.0,ダ1400,良
202436093005,3,1.0,1,サクラトップキセキ,牝6,54.0,菅原辰徳,1:32.5,1.1/2,3-3-1-2,40.4,19.0,5.0,471(+3),[地]板垣吉則,堤興一,8.0,2024/09/30,水沢,晴,5.0,ダ1400,良
202436093005,4,8.0,8,エムワンピーコ,牝8,54.0,関本淳,1:32.9,2.1/2,7-6-6-5,40.2,31.3,6.0,480(0),[地]晴山厚司,（株）マネジメント,5.2,2024/09/30,水沢,晴,5.0,ダ1400,良
202436093005,5,7.0,7,グラデュエイト,牡9,56.0,大坪慎,1:33.0,3/4,6-5-3-4,40.6,155.5,7.0,497(+4),[地]櫻田浩樹,阿部友弘,2.8,2024/09/30,水沢,晴,5.0,ダ1400,良
202436093005,6,4.0,4,エアリエル,牝6,54.0,陶文峰,1:33.5,3,5-6-7-7,40.7,7.8,2.0,443(0),[地]菅原右吉,後藤順男,,2024/09/30,水沢,晴,5.0,ダ1400,良
202436093005,7,6.0,6,メイクマイチョイス,牝11,53.0,佐々木志,1:33.9,2.1/2,9-9-8-7,40.7,323.1,9.0,464(-6),[地]佐藤敏彦,薄井隆博,,2024/09/30,水沢,晴,5.0,ダ1400,良
202436093005,8,3.0,3,ラブレボ,牝5,54.0,岩本怜,1:34.1,1.1/4,1-1-4-6,42.1,176.9,8.0,462(-4),[地]酒井仁,男澤喜惠子,,2024/09/30,水沢,晴,5.0,ダ1400,良
202436093005,9,5.0,5,ワクワクルンルン,牝4,54.0,山本聡哉,1:35.1,6,2-2-9-9,42.4,9.4,3.0,456(+1),[地]吉田司,古川忠一,,2024/09/30,水沢,晴,5.0,ダ1400,良
202436093008,1,5.0,5,ポジティブスピン,牝3,54.0,菅原辰徳,1:23.5,,2-2-2-1,38.9,2.2,2.0,465(+1),[地]小林俊彦,高橋清幸,45.0,2024/09/30,水沢,晴,8.0,ダ1300,良
202436093008,2,1.0,1,ロンギングキイ,牝3,54.0,山本政聡,1:24.4,6,1-1-1-1,39.9,88.2,7.0,466(-2),[地]飯田弘道,廣瀬由一,15.8,2024/09/30,水沢,晴,8.0,ダ1300,良
202436093008,3,3.0,3,ダイヤモンドアツシ,セ3,56.0,関本淳,1:25.6,7,10-8-6-6,39.5,33.7,5.0,435(-1),[地]工藤裕孝,鈴木正浩,9.0,2024/09/30,水沢,晴,8.0,ダ1300,良
202436093008,4,8.0,9,ウィンカラー,牝3,54.0,村上忍,1:25.6,クビ,3-3-3-3,40.7,5.5,3.0,460(-1),[地]菅原勲,河村隆平,5.9,2024/09/30,水沢,晴,8.0,ダ1300,良
202436093008,5,4.0,4,ミスターローズ,牡3,56.0,鈴木祐,1:25.6,ハナ,6-5-5-5,40.1,32.6,4.0,462(0),[地]櫻田康二,（有）スピードファ,3.2,2024/09/30,水沢,晴,8.0,ダ1300,良
202436093008,6,8.0,10,コードナイン,牡3,56.0,高橋悠里,1:26.0,2.1/2,9-10-10-8,39.4,162.2,9.0,448(+1),[地]永田幸宏,木部嚴生,,2024/09/30,水沢,晴,8.0,ダ1300,良
202436093008,7,7.0,7,ダンガリー,牡3,56.0,陶文峰,1:26.1,クビ,5-4-4-4,41.1,1.9,1.0,482(-2),[地]菅原右吉,栗坂崇,,2024/09/30,水沢,晴,8.0,ダ1300,良
202436093008,8,2.0,2,ビーシャイニー,牝3,51.0,坂井瑛音,1:26.5,2.1/2,6-6-8-7,40.6,213.8,10.0,423(+5),[地]工藤裕孝,山本幸生,,2024/09/30,水沢,晴,8.0,ダ1300,良
202436093008,9,6.0,6,タマモオペラ,牝3,54.0,山本聡哉,1:26.6,3/4,4-7-7-8,40.8,71.7,6.0,432(+3),[地]櫻田浩樹,鈴木智明,,2024/09/30,水沢,晴,8.0,ダ1300,良
202436093008,10,7.0,8,ビービーレーヌ,牝3,53.0,佐々木志,1:26.8,1,8-9-9-8,40.4,109.3,8.0,392(-2),[地]佐藤祐司,菅原忠雄,,2024/09/30,水沢,晴,8.0,ダ1300,良
202436093009,1,6.0,6,ロワマージュ,セ7,56.0,山本聡哉,1:44.5,,9-9-8-6,38.1,17.6,5.0,472(-5),[地]酒井仁,鈴木雅俊,115.0,2024/09/30,水沢,晴,9.0,ダ1600,良
202436093009,2,5.0,5,ハクシンパーソナル,牡6,56.0,高橋悠里,1:44.6,3/4,6-5-4-4,38.6,1.5,1.0,484(+4),[地]千葉幸喜,新井原博,40.3,2024/09/30,水沢,晴,9.0,ダ1600,良
202436093009,3,7.0,7,アドマイヤハイジ,牝6,54.0,山本政聡,1:44.9,2,3-3-2-2,39.2,60.1,9.0,432(+3),[地]小西重征,松井淳二,23.0,2024/09/30,水沢,晴,9.0,ダ1600,良
202436093009,4,4.0,4,ダブルラッキー,牡5,56.0,村上忍,1:45.1,1.1/4,2-2-2-2,39.5,4.9,2.0,470(+5),[地]菅原勲,小野瀬竜馬,15.0,2024/09/30,水沢,晴,9.0,ダ1600,良
202436093009,5,8.0,10,ビッグシシールーフ,牝4,54.0,小林凌,1:45.2,1/2,7-7-4-5,39.2,8.6,3.0,489(-3),[地]伊藤和,大屋高広,8.1,2024/09/30,水沢,晴,9.0,ダ1600,良
202436093009,6,8.0,9,ツルマルベル,牝4,54.0,陶文峰,1:45.2,アタマ,10-8-7-7,38.9,10.9,4.0,486(+1),[地]小林義明,鶴谷義雄,,2024/09/30,水沢,晴,9.0,ダ1600,良
202436093009,7,1.0,1,アブシンス,牝8,54.0,塚本涼人,1:45.3,1/2,1-1-1-1,39.9,20.6,6.0,452(-1),[地]村上実,佐々木寛明,,2024/09/30,水沢,晴,9.0,ダ1600,良
202436093009,8,3.0,3,ウインフェーデ,牡6,55.0,佐々木志,1:45.6,1.1/2,8-10-10-8,38.8,22.9,7.0,474(-9),[地]佐藤祐司,道地房男,,2024/09/30,水沢,晴,9.0,ダ1600,良
202436093009,9,2.0,2,サザンナイツ,セ6,56.0,大坪慎,1:46.2,4,4-5-9-9,39.7,89.8,10.0,440(+7),[地]橘友和,ジャコモ（同）,,2024/09/30,水沢,晴,9.0,ダ1600,良
202436093009,10,7.0,8,トラネスハープ,牝4,54.0,岩本怜,1:46.8,4,4-4-4-10,40.9,46.6,8.0,446(0),[地]三野宮通,桑野隆司,,2024/09/30,水沢,晴,9.0,ダ1600,良
202436093001,1,3.0,3,ハッシュタグ,牡10,56.0,鈴木祐,0:52.8,,7-6,36.6,16.6,5.0,485(-3),[地]飯田弘道,小橋亮太,40.0,2024/09/30,水沢,晴,1.0,ダ850,良
202436093001,2,1.0,1,スカイルーク,牡9,56.0,菅原辰徳,0:52.9,3/4,1-1,37.6,2.8,2.0,514(+4),[地]佐々木由,大黒富美子,14.0,2024/09/30,水沢,晴,1.0,ダ850,良
202436093001,3,7.0,7,ルクスリベリオン,牝5,54.0,岩本怜,0:52.9,アタマ,2-2,37.5,9.3,4.0,414(+4),[地]吉田司,小橋亮太,8.0,2024/09/30,水沢,晴,1.0,ダ850,良
202436093001,4,2.0,2,レイフォール,牡4,55.0,佐々木志,0:52.9,アタマ,3-3,37.4,2.3,1.0,492(+6),[地]千葉博次,山辺浩,5.2,2024/09/30,水沢,晴,1.0,ダ850,良
202436093001,5,4.0,4,リンノペルフェット,牡6,56.0,山本政聡,0:53.3,2.1/2,6-7,37.6,22.3,6.0,521(+3),[地]斉藤雄一,浦野智恵子,2.8,2024/09/30,水沢,晴,1.0,ダ850,良
202436093001,6,6.0,6,ベロニカブレイン,牝4,54.0,阿部英俊,0:53.5,1.1/4,5-3,37.6,4.0,3.0,431(+3),[地]及川良春,高橋誠,,2024/09/30,水沢,晴,1.0,ダ850,良
202436093001,7,8.0,8,ドンコルネ,牡10,56.0,坂口裕一,0:53.6,1/2,3-5,38.0,106.0,7.0,460(-2),[地]高橋純,西村亮二,,2024/09/30,水沢,晴,1.0,ダ850,良
202436093001,8,5.0,5,サンクエトワール,牝9,54.0,大坪慎,0:54.2,4,8-8,37.4,199.7,8.0,406(+11),[地]佐藤敏彦,太田雅貴,,2024/09/30,水沢,晴,1.0,ダ850,良
202436093007,1,7.0,8,ジャヴァネ,牝3,54.0,山本政聡,1:24.7,,3-3-1-1,39.7,16.2,3.0,399(-7),[地]工藤裕孝,Ｉレーシング（株）,45.0,2024/09/30,水沢,晴,7.0,ダ1300,良
202436093007,2,6.0,7,カミノケンシン,牡3,56.0,村上忍,1:25.2,3,7-7-4-5,40.0,4.4,2.0,485(+9),[地]村上実,村上正喜,15.8,2024/09/30,水沢,晴,7.0,ダ1300,良
202436093007,3,1.0,1,ジーティーロッソ,牝3,54.0,大坪慎,1:25.3,クビ,4-4-6-4,39.9,18.7,5.0,466(+6),[地]橘友和,田畑利彦,9.0,2024/09/30,水沢,晴,7.0,ダ1300,良
202436093007,4,4.0,4,ゴールデンレイ,牡3,56.0,菅原辰徳,1:25.7,2.1/2,1-1-1-2,40.9,1.3,1.0,491(+13),[地]瀬戸幸一,長島利治,5.9,2024/09/30,水沢,晴,7.0,ダ1300,良
202436093007,5,8.0,11,カリスイモン,牝3,54.0,小林凌,1:25.9,1,4-5-3-3,40.8,30.7,7.0,435(+13),[地]佐藤敏彦,増田吉彦,3.2,2024/09/30,水沢,晴,7.0,ダ1300,良
202436093007,6,7.0,9,ジャポネ,牡3,56.0,高松亮,1:26.7,5,10-8-8-8,40.4,19.1,6.0,503(-7),[地]小林俊彦,落合幸弘,,2024/09/30,水沢,晴,7.0,ダ1300,良
202436093007,7,5.0,5,ポルカドットタイ,セ3,56.0,高橋悠里,1:27.1,2.1/2,6-6-7-6,41.5,169.0,9.0,470(-4),[地]伊藤和,小嶋浩之,,2024/09/30,水沢,晴,7.0,ダ1300,良
202436093007,8,8.0,10,グレースアイリス,牝3,54.0,塚本涼人,1:27.2,1/2,2-2-5-7,42.3,18.1,4.0,427(+15),[地]酒井仁,Ｉレーシング（株）,,2024/09/30,水沢,晴,7.0,ダ1300,良
202436093007,9,2.0,2,ハーヴェ,牝3,51.0,坂井瑛音,1:28.6,9,8-8-9-9,41.9,295.5,10.0,496(+13),[地]佐々木由,小泉修,,2024/09/30,水沢,晴,7.0,ダ1300,良
202436093007,10,6.0,6,エポニーヌ,牝3,54.0,南郷家全,1:30.1,9,9-10-10-10,42.6,91.6,8.0,489(-3),[地]櫻田浩樹,山本武司,,2024/09/30,水沢,晴,7.0,ダ1300,良
202436093011,1,2.0,2,ソルエストレーラ,牝4,54.0,菅原辰徳,1:30.5,,1-1-1-1,40.6,3.1,3.0,428(-6),[地]石川栄,石橋敏行,45.0,2024/09/30,水沢,晴,11.0,ダ1400,良
202436093011,2,7.0,8,モンゴリアンキング,セ5,56.0,陶文峰,1:30.8,1.3/4,7-6-4-4,40.3,2.9,1.0,497(+6),[地]菅原右吉,高橋清彦,15.8,2024/09/30,水沢,晴,11.0,ダ1400,良
202436093011,3,8.0,11,テリオスドン,牡4,56.0,山本聡哉,1:31.1,2,4-4-5-6,40.6,3.0,2.0,500(-3),[地]新田守,高橋昇市,9.0,2024/09/30,水沢,晴,11.0,ダ1400,良
202436093011,4,4.0,4,シャークアタック,牡5,56.0,山本政聡,1:31.4,1.1/2,5-4-5-5,40.9,41.3,8.0,496(+2),[地]斉藤雄一,前田敏文,5.9,2024/09/30,水沢,晴,11.0,ダ1400,良
202436093011,5,3.0,3,ビッグヒップルーフ,牡5,56.0,小林凌,1:31.4,ハナ,1-2-2-2,41.4,22.7,5.0,457(0),[地]伊藤和,大屋高広,3.2,2024/09/30,水沢,晴,11.0,ダ1400,良